;;;;;;1213;RAPPORT DATA;;
Code;Conducteur;Famille;Type;Marque;Telephone;Immat;Heure de départ;Heure d'arrêt;Durée;Chantier;CAA;KM;Carburant Depart;Carburant Arrêt;Consomation Carburant
C078;;;;;;;22/12/2025 12:43;12:45;0:01:58;Hors Chantier;Course;0,2 ;;;
C101;;;;;;;22/12/2025 12:43;12:44;0:00:57;Hors Chantier;Course;0,2 ;;;
PK35;;;;;;;22/12/2025 12:43;13:23;0:39:08;Hors Chantier;Arrêt;0,0 ;;;
PK35;;;;;;;22/12/2025 12:43;13:23;0:39:08;Hors Chantier;Arrêt;0,0 ;;;
PK35;;;;;;;22/12/2025 12:43;13:23;0:39:08;Hors Chantier;Arrêt;0,0 ;;;
C129;;;;;;;22/12/2025 12:44;12:48;0:04:34;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 12:44;12:44;0:00:14;Hors Chantier;Arrêt;0,0 ;;;
C123;;;;;;;22/12/2025 12:44;12:47;0:02:31;Hors Chantier;Course;0,1 ;;;
C083;;;;;;;22/12/2025 12:44;13:58;1:14:00;Hors Chantier;Attente;0,0 ;;;
C101;;;;;;;22/12/2025 12:44;12:48;0:03:31;Hors Chantier;Attente;0,0 ;;;
C103;;;;;;;22/12/2025 12:44;12:49;0:05:02;Hors Chantier;Course;1,15 ;;;
V042 NV;;;;;;;22/12/2025 12:44;13:07;0:22:03;Hors Chantier;Course;12,42 ;;;
C024;;;;;;;22/12/2025 12:45;12:47;0:02:51;Hors Chantier;Attente;0,0 ;;;
V061;;;;;;;22/12/2025 12:45;12:56;0:11:08;Hors Chantier;Course;5,04 ;;;
PL40;;;;;;;22/12/2025 12:45;12:45;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
C055;;;;;;;22/12/2025 12:45;13:07;0:22:10;Hors Chantier;Course;16,63 ;;;
V041;;;;;;;22/12/2025 12:45;12:45;0:00:03;Hors Chantier;Attente;0,0 ;;;
V041;;;;;;;22/12/2025 12:45;12:55;0:10:12;Hors Chantier;Course;7,85 ;;;
C109;;;;;;;22/12/2025 12:45;12:50;0:05:00;Hors Chantier;Arrêt;0,0 ;;;
C109;;;;;;;22/12/2025 12:45;12:50;0:05:00;Hors Chantier;Arrêt;0,0 ;;;
C109;;;;;;;22/12/2025 12:45;12:50;0:05:00;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 12:45;12:45;0:00:12;Hors Chantier;Arrêt;0,0 ;;;
CH21;;;;;;;22/12/2025 12:45;12:55;0:09:14;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 12:46;12:46;0:00:09;Hors Chantier;Attente;0,0 ;;;
V033;;;;;;;22/12/2025 12:46;12:49;0:02:43;Hors Chantier;Course;0,4 ;;;
C039;;;;;;;22/12/2025 12:46;13:24;0:38:18;Hors Chantier;Attente;0,0 ;;;
C105;;;;;;;22/12/2025 12:46;12:49;0:03:27;Hors Chantier;Course;0,2 ;;;
NV07;;;;;;;22/12/2025 12:46;12:48;0:02:21;Hors Chantier;Arrêt;0,0 ;;;
NV07;;;;;;;22/12/2025 12:46;12:48;0:02:21;Hors Chantier;Arrêt;0,0 ;;;
NV07;;;;;;;22/12/2025 12:46;12:48;0:02:21;Hors Chantier;Arrêt;0,0 ;;;
C121;;;;;;;22/12/2025 12:46;12:54;0:07:58;Hors Chantier;Course;1,59 ;;;
CH10;;;;;;;22/12/2025 12:46;12:48;0:01:38;Hors Chantier;Course;0,2 ;;;
C078;;;;;;;22/12/2025 12:46;13:15;0:29:00;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 12:46;12:47;0:00:15;Hors Chantier;Arrêt;0,0 ;;;
C123;;;;;;;22/12/2025 12:47;12:49;0:02:23;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 12:47;12:47;0:00:19;Hors Chantier;Attente;0,0 ;;;
CH20;;;;;;;22/12/2025 12:47;12:47;0:00:41;Hors Chantier;Course;0,1 ;;;
PK26;;;;;;;22/12/2025 12:47;12:50;0:03:09;Hors Chantier;Course;1,26 ;;;
C095;;;;;;;22/12/2025 12:47;13:27;0:39:48;Hors Chantier;Course;28,19 ;;;
C110;;;;;;;22/12/2025 12:47;13:00;0:12:15;Hors Chantier;Course;2,80 ;;;
CH20;;;;;;;22/12/2025 12:47;13:02;0:14:57;Hors Chantier;Arrêt;0,0 ;;;
CH20;;;;;;;22/12/2025 12:47;13:02;0:14:57;Hors Chantier;Arrêt;0,0 ;;;
CH20;;;;;;;22/12/2025 12:47;13:02;0:14:57;Hors Chantier;Arrêt;0,0 ;;;
C024;;;;;;;22/12/2025 12:47;12:50;0:02:25;Hors Chantier;Course;0,5 ;;;
PL40;;;;;;;22/12/2025 12:48;12:48;0:00:20;Hors Chantier;Arrêt;0,0 ;;;
CH10;;;;;;;22/12/2025 12:48;14:03;1:15:23;Hors Chantier;Arrêt;0,0 ;;;
CH10;;;;;;;22/12/2025 12:48;14:03;1:15:23;Hors Chantier;Arrêt;0,0 ;;;
CH10;;;;;;;22/12/2025 12:48;14:03;1:15:23;Hors Chantier;Arrêt;0,0 ;;;
C101;;;;;;;22/12/2025 12:48;12:49;0:01:31;Hors Chantier;Course;0,2 ;;;
CH17;;;;;;;22/12/2025 12:48;15:00;2:11:50;Hors Chantier;Arrêt;0,0 ;;;
CH17;;;;;;;22/12/2025 12:48;15:00;2:11:50;Hors Chantier;Arrêt;0,0 ;;;
CH17;;;;;;;22/12/2025 12:48;15:00;2:11:50;Hors Chantier;Arrêt;0,0 ;;;
V064 N;;;;;;;22/12/2025 12:48;12:51;0:03:20;Hors Chantier;Arrêt;0,0 ;;;
V064 N;;;;;;;22/12/2025 12:48;12:51;0:03:20;Hors Chantier;Arrêt;0,0 ;;;
V064 N;;;;;;;22/12/2025 12:48;12:51;0:03:20;Hors Chantier;Arrêt;0,0 ;;;
TR06;;;;;;;22/12/2025 12:48;12:53;0:04:59;Hors Chantier;Attente;0,0 ;;;
C129;;;;;;;22/12/2025 12:48;12:51;0:03:00;Hors Chantier;Course;0,1 ;;;
C043;;;;;;;22/12/2025 12:48;12:50;0:01:14;Hors Chantier;Course;0,1 ;;;
PL56;;;;;;;22/12/2025 12:48;12:50;0:01:54;Hors Chantier;Course;0,1 ;;;
NV07;;;;;;;22/12/2025 12:48;12:52;0:03:11;Hors Chantier;Course;0,5 ;;;
PL40;;;;;;;22/12/2025 12:48;12:49;0:00:15;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 12:49;12:49;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 12:49;12:49;0:00:15;Hors Chantier;Attente;0,0 ;;;
V048;;;;;;;22/12/2025 12:49;12:50;0:01:16;Hors Chantier;Course;0,2 ;;;
C123;;;;;;;22/12/2025 12:49;12:55;0:06:02;Hors Chantier;Course;0,2 ;;;
C098;;;;;;;22/12/2025 12:49;13:00;0:11:15;Hors Chantier;Course;1,52 ;;;
C101;;;;;;;22/12/2025 12:49;12:53;0:03:53;Hors Chantier;Attente;0,0 ;;;
C103;;;;;;;22/12/2025 12:49;12:52;0:02:30;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 12:49;12:49;0:00:02;Hors Chantier;Arrêt;0,0 ;;;
V033;;;;;;;22/12/2025 12:49;14:13;1:24:01;Hors Chantier;Arrêt;0,0 ;;;
C105;;;;;;;22/12/2025 12:49;12:52;0:02:27;Hors Chantier;Attente;0,0 ;;;
C043;;;;;;;22/12/2025 12:50;12:56;0:06:49;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 12:50;12:50;0:00:14;Hors Chantier;Attente;0,0 ;;;
C113;;;;;;;22/12/2025 12:50;12:55;0:05:01;Hors Chantier;Arrêt;0,0 ;;;
C113;;;;;;;22/12/2025 12:50;12:55;0:05:01;Hors Chantier;Arrêt;0,0 ;;;
C113;;;;;;;22/12/2025 12:50;12:55;0:05:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 12:50;12:50;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 12:50;12:50;0:00:06;Hors Chantier;Arrêt;0,0 ;;;
C109;;;;;;;22/12/2025 12:50;13:18;0:28:00;Hors Chantier;Course;12,76 ;;;
PK26;;;;;;;22/12/2025 12:50;12:57;0:06:36;Hors Chantier;Attente;0,0 ;;;
C130;;;;;;;22/12/2025 12:50;13:51;1:00:21;Hors Chantier;Arrêt;0,0 ;;;
C077;;;;;;;22/12/2025 12:50;12:51;0:01:14;Hors Chantier;Course;0,1 ;;;
PL56;;;;;;;22/12/2025 12:50;15:08;2:18:00;Hors Chantier;Arrêt;0,0 ;;;
PL56;;;;;;;22/12/2025 12:50;15:08;2:18:00;Hors Chantier;Arrêt;0,0 ;;;
PL56;;;;;;;22/12/2025 12:50;15:08;2:18:00;Hors Chantier;Arrêt;0,0 ;;;
C097;;;;;;;22/12/2025 12:50;12:52;0:02:00;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 12:50;12:50;0:00:05;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 12:51;12:51;0:00:01;Hors Chantier;Attente;0,0 ;;;
C024;;;;;;;22/12/2025 12:51;12:54;0:03:00;Hors Chantier;Arrêt;0,0 ;;;
V048;;;;;;;22/12/2025 12:51;14:22;1:31:24;Hors Chantier;Attente;0,0 ;;;
C029;;;;;;;22/12/2025 12:51;12:57;0:05:25;Hors Chantier;Arrêt;0,0 ;;;
C129;;;;;;;22/12/2025 12:51;12:54;0:02:56;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 12:51;12:51;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 12:51;12:51;0:00:04;Hors Chantier;Arrêt;0,0 ;;;
C102;;;;;;;22/12/2025 12:51;12:53;0:02:00;Hors Chantier;Arrêt;0,0 ;;;
V064 N;;;;;;;22/12/2025 12:51;13:00;0:08:41;Hors Chantier;Course;8,44 ;;;
NV07;;;;;;;22/12/2025 12:52;12:54;0:02:14;Hors Chantier;Arrêt;0,0 ;;;
NV07;;;;;;;22/12/2025 12:52;12:54;0:02:14;Hors Chantier;Arrêt;0,0 ;;;
NV07;;;;;;;22/12/2025 12:52;12:54;0:02:14;Hors Chantier;Arrêt;0,0 ;;;
C069;;;;;;;22/12/2025 12:52;12:53;0:01:51;Hors Chantier;Attente;0,0 ;;;
GM04;;;;;;;22/12/2025 12:52;14:08;1:16:00;Hors Chantier;Arrêt;0,0 ;;;
C099;;;;;;;22/12/2025 12:52;14:00;1:08:00;Hors Chantier;Attente;0,0 ;;;
PL47;;;;;;;22/12/2025 12:52;14:01;1:08:49;Hors Chantier;Arrêt;0,0 ;;;
C103;;;;;;;22/12/2025 12:52;12:57;0:05:19;Hors Chantier;Course;1,21 ;;;
C105;;;;;;;22/12/2025 12:52;12:54;0:01:43;Hors Chantier;Course;0,1 ;;;
CH15;;;;;;;22/12/2025 12:52;12:59;0:06:40;Hors Chantier;Attente;0,0 ;;;
C077;;;;;;;22/12/2025 12:52;13:01;0:08:56;Hors Chantier;Attente;0,0 ;;;
C097;;;;;;;22/12/2025 12:52;13:07;0:14:08;Hors Chantier;Course;2,64 ;;;
PL40;;;;;;;22/12/2025 12:52;12:53;0:00:37;Hors Chantier;Attente;0,0 ;;;
C096;;;;;;;22/12/2025 12:53;12:56;0:03:00;Hors Chantier;Course;0,0 ;;;
C106;;;;;;;22/12/2025 12:53;14:02;1:08:59;Hors Chantier;Arrêt;0,0 ;;;
C106;;;;;;;22/12/2025 12:53;14:02;1:08:59;Hors Chantier;Arrêt;0,0 ;;;
C106;;;;;;;22/12/2025 12:53;14:02;1:08:59;Hors Chantier;Arrêt;0,0 ;;;
TR06;;;;;;;22/12/2025 12:53;13:01;0:08:11;Hors Chantier;Course;0,6 ;;;
V054;;;;;;;22/12/2025 12:53;12:53;0:00:11;Hors Chantier;Attente;0,0 ;;;
V055;;;;;;;22/12/2025 12:53;13:11;0:17:38;Hors Chantier;Course;6,01 ;;;
C101;;;;;;;22/12/2025 12:53;12:58;0:05:11;Hors Chantier;Course;1,41 ;;;
PK25;;;;;;;22/12/2025 12:53;13:04;0:11:00;Hors Chantier;Attente;0,0 ;;;
C069;;;;;;;22/12/2025 12:54;13:20;0:26:47;Hors Chantier;Course;15,70 ;;;
C105;;;;;;;22/12/2025 12:54;12:57;0:03:00;Hors Chantier;Attente;0,0 ;;;
NV07;;;;;;;22/12/2025 12:54;13:06;0:11:55;Hors Chantier;Course;0,9 ;;;
C121;;;;;;;22/12/2025 12:54;13:11;0:16:38;Hors Chantier;Arrêt;0,1 ;;;
C121;;;;;;;22/12/2025 12:54;13:11;0:16:38;Hors Chantier;Arrêt;0,1 ;;;
C121;;;;;;;22/12/2025 12:54;13:11;0:16:38;Hors Chantier;Arrêt;0,1 ;;;
C117;;;;;;;22/12/2025 12:54;13:04;0:10:00;Hors Chantier;Arrêt;0,0 ;;;
C129;;;;;;;22/12/2025 12:54;13:06;0:12:00;Hors Chantier;Course;3,31 ;;;
PK36WW;;;;;;;22/12/2025 12:54;13:00;0:05:39;Hors Chantier;Attente;0,0 ;;;
C102;;;;;;;22/12/2025 12:54;13:18;0:24:00;Hors Chantier;Attente;0,0 ;;;
V036;;;;;;;22/12/2025 12:54;13:09;0:15:00;Hors Chantier;Arrêt;0,0 ;;;
V054;;;;;;;22/12/2025 12:54;14:57;2:03:00;Hors Chantier;Arrêt;0,0 ;;;
PK27;;;;;;;22/12/2025 12:54;12:55;0:00:10;Hors Chantier;Attente;0,0 ;;;
C076;;;;;;;22/12/2025 12:54;12:55;0:01:00;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 12:55;12:55;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 12:55;12:55;0:00:05;Hors Chantier;Arrêt;0,0 ;;;
PK27;;;;;;;22/12/2025 12:55;13:18;0:22:53;Hors Chantier;Attente;0,0 ;;;
CH21;;;;;;;22/12/2025 12:55;12:58;0:03:37;Hors Chantier;Attente;0,0 ;;;
C024;;;;;;;22/12/2025 12:55;12:57;0:02:05;Hors Chantier;Course;0,2 ;;;
C113;;;;;;;22/12/2025 12:55;13:01;0:06:33;Hors Chantier;Course;1,45 ;;;
C123;;;;;;;22/12/2025 12:55;13:00;0:04:39;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 12:55;12:55;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 12:55;12:55;0:00:01;Hors Chantier;Attente;0,0 ;;;
V041;;;;;;;22/12/2025 12:55;13:02;0:07:00;Hors Chantier;Attente;0,0 ;;;
V040;;;;;;;22/12/2025 12:55;13:16;0:20:37;Hors Chantier;Course;13,38 ;;;
C076;;;;;;;22/12/2025 12:55;14:01;1:05:56;Hors Chantier;Arrêt;0,0 ;;;
C096;;;;;;;22/12/2025 12:56;14:00;1:04:00;Hors Chantier;Arrêt;0,0 ;;;
PK22;;;;;;;22/12/2025 12:56;12:59;0:03:09;Hors Chantier;Course;0,2 ;;;
V061;;;;;;;22/12/2025 12:56;13:02;0:06:00;Hors Chantier;Attente;0,0 ;;;
C107;;;;;;;22/12/2025 12:56;13:34;0:38:29;Hors Chantier;Arrêt;0,0 ;;;
PL39;;;;;;;22/12/2025 12:56;14:14;1:17:34;Hors Chantier;Attente;0,0 ;;;
C043;;;;;;;22/12/2025 12:56;12:59;0:02:25;Hors Chantier;Course;0,1 ;;;
PL40;;;;;;;22/12/2025 12:56;12:56;0:00:01;Hors Chantier;Attente;0,0 ;;;
C029;;;;;;;22/12/2025 12:57;13:19;0:22:07;Hors Chantier;Course;13,96 ;;;
PL40;;;;;;;22/12/2025 12:57;12:57;0:00:22;Hors Chantier;Arrêt;0,0 ;;;
C105;;;;;;;22/12/2025 12:57;13:04;0:07:45;Hors Chantier;Course;2,09 ;;;
PK26;;;;;;;22/12/2025 12:57;12:57;0:00:24;Hors Chantier;Course;0,1 ;;;
PL40;;;;;;;22/12/2025 12:57;12:57;0:00:10;Hors Chantier;Attente;0,0 ;;;
C100;;;;;;;22/12/2025 12:57;13:00;0:03:00;Hors Chantier;Attente;0,0 ;;;
PK26;;;;;;;22/12/2025 12:57;13:02;0:05:13;Hors Chantier;Attente;0,0 ;;;
C103;;;;;;;22/12/2025 12:57;13:00;0:02:40;Hors Chantier;Attente;0,0 ;;;
PL49;;;;;;;22/12/2025 12:57;13:08;0:10:49;Hors Chantier;Course;0,2 ;;;
C024;;;;;;;22/12/2025 12:58;14:10;1:12:00;Hors Chantier;Arrêt;0,0 ;;;
TR07;;;;;;;22/12/2025 12:58;13:04;0:06:00;Hors Chantier;Attente;0,0 ;;;
C101;;;;;;;22/12/2025 12:58;12:59;0:00:30;Hors Chantier;Attente;0,0 ;;;
CH21;;;;;;;22/12/2025 12:58;13:00;0:01:44;Hors Chantier;Course;0,6 ;;;
Hyundai SONATA V068;;;;;;;22/12/2025 12:59;13:11;0:11:52;Hors Chantier;Arrêt;0,0 ;;;
Hyundai SONATA V068;;;;;;;22/12/2025 12:59;13:11;0:11:52;Hors Chantier;Arrêt;0,0 ;;;
Hyundai SONATA V068;;;;;;;22/12/2025 12:59;13:11;0:11:52;Hors Chantier;Arrêt;0,0 ;;;
C043;;;;;;;22/12/2025 12:59;13:04;0:05:00;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 12:59;12:59;0:00:09;Hors Chantier;Attente;0,0 ;;;
PK22;;;;;;;22/12/2025 12:59;13:58;0:58:37;Hors Chantier;Arrêt;0,0 ;;;
PK22;;;;;;;22/12/2025 12:59;13:58;0:58:37;Hors Chantier;Arrêt;0,0 ;;;
PK22;;;;;;;22/12/2025 12:59;13:58;0:58:37;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 12:59;12:59;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PK24;;;;;;;22/12/2025 12:59;13:18;0:18:50;Hors Chantier;Course;12,17 ;;;
C101;;;;;;;22/12/2025 12:59;13:59;0:59:30;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 12:59;12:59;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
C110;;;;;;;22/12/2025 13:00;14:03;1:03:41;Hors Chantier;Arrêt;0,0 ;;;
C110;;;;;;;22/12/2025 13:00;14:03;1:03:41;Hors Chantier;Arrêt;0,0 ;;;
C110;;;;;;;22/12/2025 13:00;14:03;1:03:41;Hors Chantier;Arrêt;0,0 ;;;
C123;;;;;;;22/12/2025 13:00;13:02;0:02:42;Hors Chantier;Course;0,7 ;;;
PL40;;;;;;;22/12/2025 13:00;13:00;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 13:00;13:00;0:00:02;Hors Chantier;Arrêt;0,0 ;;;
PL66;;;;;;;22/12/2025 13:00;13:50;0:50:00;Hors Chantier;Arrêt;0,0 ;;;
CH15;;;;;;;22/12/2025 13:00;14:18;1:18:00;Hors Chantier;Arrêt;0,0 ;;;
PK36WW;;;;;;;22/12/2025 13:00;13:08;0:07:57;Hors Chantier;Course;3,44 ;;;
C100;;;;;;;22/12/2025 13:00;13:13;0:13:23;Hors Chantier;Course;1,12 ;;;
V064 N;;;;;;;22/12/2025 13:00;13:26;0:25:31;Hors Chantier;Arrêt;0,0 ;;;
V064 N;;;;;;;22/12/2025 13:00;13:26;0:25:31;Hors Chantier;Arrêt;0,0 ;;;
V064 N;;;;;;;22/12/2025 13:00;13:26;0:25:31;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 13:00;13:00;0:00:02;Hors Chantier;Arrêt;0,0 ;;;
CH21;;;;;;;22/12/2025 13:00;13:05;0:04:45;Hors Chantier;Attente;0,0 ;;;
C124;;;;;;;22/12/2025 13:00;13:02;0:01:18;Hors Chantier;Course;0,1 ;;;
PL29;;;;;;;22/12/2025 13:00;14:11;1:10:28;Hors Chantier;Arrêt;0,0 ;;;
C098;;;;;;;22/12/2025 13:00;13:02;0:02:00;Hors Chantier;Attente;0,0 ;;;
C103;;;;;;;22/12/2025 13:00;14:06;1:05:34;Hors Chantier;Arrêt;0,0 ;;;
PL69;;;;;;;22/12/2025 13:00;13:18;0:17:53;Hors Chantier;Arrêt;0,0 ;;;
V051;;;;;;;22/12/2025 13:01;13:02;0:01:11;Hors Chantier;Attente;0,0 ;;;
PK37WW;;;;;;;22/12/2025 13:01;13:19;0:18:04;Hors Chantier;Course;9,17 ;;;
PL40;;;;;;;22/12/2025 13:01;13:01;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 13:01;13:01;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PK33;;;;;;;22/12/2025 13:01;13:08;0:07:00;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 13:01;13:01;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 13:01;13:01;0:00:01;Hors Chantier;Attente;0,0 ;;;
C113;;;;;;;22/12/2025 13:01;14:04;1:02:31;Hors Chantier;Arrêt;0,0 ;;;
C113;;;;;;;22/12/2025 13:01;14:04;1:02:31;Hors Chantier;Arrêt;0,0 ;;;
C113;;;;;;;22/12/2025 13:01;14:04;1:02:31;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 13:01;13:02;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 13:02;13:02;0:00:01;Hors Chantier;Attente;0,0 ;;;
C124;;;;;;;22/12/2025 13:02;13:04;0:02:08;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 13:02;13:02;0:00:07;Hors Chantier;Arrêt;0,0 ;;;
C077;;;;;;;22/12/2025 13:02;13:59;0:57:38;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 13:02;13:02;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 13:02;13:02;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 13:02;13:02;0:00:10;Hors Chantier;Arrêt;0,0 ;;;
V051;;;;;;;22/12/2025 13:02;13:18;0:16:10;Hors Chantier;Course;5,66 ;;;
V059;;;;;;;22/12/2025 13:02;13:35;0:33:15;Hors Chantier;Arrêt;0,0 ;;;
V041;;;;;;;22/12/2025 13:02;13:18;0:15:39;Hors Chantier;Course;5,54 ;;;
PL40;;;;;;;22/12/2025 13:02;13:02;0:00:19;Hors Chantier;Attente;0,0 ;;;
V063;;;;;;;22/12/2025 13:02;13:03;0:00:13;Hors Chantier;Attente;0,0 ;;;
PK26;;;;;;;22/12/2025 13:02;13:03;0:00:32;Hors Chantier;Course;0,1 ;;;
CH20;;;;;;;22/12/2025 13:02;13:38;0:35:08;Hors Chantier;Course;7,59 ;;;
V063;;;;;;;22/12/2025 13:03;13:08;0:05:09;Hors Chantier;Course;2,16 ;;;
PL40;;;;;;;22/12/2025 13:03;13:08;0:05:22;Hors Chantier;Attente;0,0 ;;;
V061;;;;;;;22/12/2025 13:03;13:19;0:16:00;Hors Chantier;Attente;0,0 ;;;
PK26;;;;;;;22/12/2025 13:03;13:06;0:03:34;Hors Chantier;Arrêt;0,0 ;;;
C123;;;;;;;22/12/2025 13:03;13:58;0:55:26;Hors Chantier;Arrêt;0,0 ;;;
C098;;;;;;;22/12/2025 13:03;13:04;0:01:00;Hors Chantier;Arrêt;0,0 ;;;
PL67;;;;;;;22/12/2025 13:03;14:01;0:57:31;Hors Chantier;Arrêt;0,0 ;;;
PK30;;;;;;;22/12/2025 13:03;13:05;0:01:43;Hors Chantier;Attente;0,0 ;;;
C124;;;;;;;22/12/2025 13:04;14:25;1:21:44;Hors Chantier;Course;80,89 ;;;
C043;;;;;;;22/12/2025 13:04;13:14;0:10:19;Hors Chantier;Course;2,12 ;;;
V007;;;;;;;22/12/2025 13:04;13:11;0:07:23;Hors Chantier;Attente;0,0 ;;;
TR07;;;;;;;22/12/2025 13:04;13:09;0:05:06;Hors Chantier;Course;1,24 ;;;
C117;;;;;;;22/12/2025 13:04;13:06;0:01:15;Hors Chantier;Attente;0,0 ;;;
C105;;;;;;;22/12/2025 13:04;13:06;0:02:00;Hors Chantier;Attente;0,0 ;;;
PL65;;;;;;;22/12/2025 13:05;13:58;0:53:29;Hors Chantier;Arrêt;0,0 ;;;
PK29;;;;;;;22/12/2025 13:05;13:09;0:04:00;Hors Chantier;Arrêt;0,0 ;;;
CH21;;;;;;;22/12/2025 13:05;13:57;0:51:53;Hors Chantier;Arrêt;0,0 ;;;
PK25;;;;;;;22/12/2025 13:05;13:26;0:21:00;Hors Chantier;Arrêt;0,0 ;;;
PK30;;;;;;;22/12/2025 13:05;13:07;0:01:47;Hors Chantier;Arrêt;0,0 ;;;
C117;;;;;;;22/12/2025 13:06;13:07;0:01:28;Hors Chantier;Course;0,1 ;;;
PK28;;;;;;;22/12/2025 13:06;13:17;0:10:58;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 13:06;13:17;0:10:58;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 13:06;13:17;0:10:58;Hors Chantier;Arrêt;0,0 ;;;
NV07;;;;;;;22/12/2025 13:06;13:08;0:02:07;Hors Chantier;Arrêt;0,0 ;;;
NV07;;;;;;;22/12/2025 13:06;13:08;0:02:07;Hors Chantier;Arrêt;0,0 ;;;
NV07;;;;;;;22/12/2025 13:06;13:08;0:02:07;Hors Chantier;Arrêt;0,0 ;;;
TR06;;;;;;;22/12/2025 13:06;13:55;0:49:15;Hors Chantier;Arrêt;0,0 ;;;
C129;;;;;;;22/12/2025 13:06;13:07;0:00:24;Hors Chantier;Attente;0,0 ;;;
C098;;;;;;;22/12/2025 13:06;13:59;0:53:00;Hors Chantier;Arrêt;0,0 ;;;
V070;;;;;;;22/12/2025 13:06;13:07;0:00:30;Hors Chantier;Attente;0,0 ;;;
PK26;;;;;;;22/12/2025 13:06;13:07;0:00:26;Hors Chantier;Course;0,1 ;;;
CH03;;;;;;;22/12/2025 13:06;13:11;0:04:37;Hors Chantier;Course;0,2 ;;;
V042 NV;;;;;;;22/12/2025 13:07;13:53;0:46:28;Hors Chantier;Arrêt;0,0 ;;;
V042 NV;;;;;;;22/12/2025 13:07;13:53;0:46:28;Hors Chantier;Arrêt;0,0 ;;;
V042 NV;;;;;;;22/12/2025 13:07;13:53;0:46:28;Hors Chantier;Arrêt;0,0 ;;;
C097;;;;;;;22/12/2025 13:07;13:07;0:00:30;Hors Chantier;Attente;0,0 ;;;
C105;;;;;;;22/12/2025 13:07;13:22;0:15:29;Hors Chantier;Arrêt;0,0 ;;;
C129;;;;;;;22/12/2025 13:07;13:54;0:47:32;Hors Chantier;Arrêt;0,0 ;;;
V070;;;;;;;22/12/2025 13:07;13:10;0:02:55;Hors Chantier;Arrêt;0,0 ;;;
C097;;;;;;;22/12/2025 13:07;13:58;0:50:39;Hors Chantier;Arrêt;0,0 ;;;
PK30;;;;;;;22/12/2025 13:07;13:09;0:01:51;Hors Chantier;Attente;0,0 ;;;
PK26;;;;;;;22/12/2025 13:07;14:09;1:02:05;Hors Chantier;Arrêt;0,0 ;;;
V063;;;;;;;22/12/2025 13:08;13:08;0:00:14;Hors Chantier;Attente;0,0 ;;;
NV07;;;;;;;22/12/2025 13:08;13:18;0:09:46;Hors Chantier;Course;0,4 ;;;
